id,title,date_time,Date,Time
3953276,"Catalyst watch: Tesla deliveries, Walmart event and jobs report headline big week",,,
3953292,ChatGPT gets temporarily banned in Italy for privacy issues,,,
3953235,Tesla issues first recall for Semi due to brake defect,,,
3953058,"Elon Musk reportedly planning China visit, meeting with premier",,,
3952839,Tesla reportedly eyeing US-based battery plant alongside CATL,,,
3952346,"Elon Musk, Steve Wozniak join call to pause most AI development",,,
3952313,"Electric stuff: Tesla, Nio, Li Auto and XPeng could jolt the sector with new deliveries report",,,
3951804,Regulators open investigation into Tesla seat belt issues,,,
3951784,U.S. inks deal with Japan for critical minerals in EV batteries,,,
3951346,Musk offers Twitter employees stock grants based on $20B valuation,,,
3951263,Electric vehicle buyers may be pulling back but Tesla is still running hot,,,
3949683,"Why did Tesla stock jump today? Strong China sales data, Moody’s upgrade",,,
3949563,"EV stocks surge amid risk-on rally, positive signs from Tesla",,,
3949405,Tesla likely to post strong Q1 retail sales in China - report,,,
3949370,Volkswagen aims to be the global leader in cheap electric vehicles,,,
3949356,Tesla zooms out of Junk rating at Moody's making it a blue-chip credit company,,,
3949354,BYD reportedly reduces shifts at multiple plants,,,
3948687,"Buy or sell? Auto stocks face supply, demand and inflation roadblocks",,,
3947598,Tesla could be a ‘winner in the heat pump industry’ - Morgan Stanley,,,
3947285,Morgan Stanley highlights margin concerns for Rivian,,,
3946870,"Electric vehicles stocks slump after Silicon Valley Bank collapse adds to macro, funding concerns",,,
3946751,Tesla downgraded at Wolfe Research as SVB collapse weigh on automaker's macro outlook,,,
3946380,Tesla reportedly reaches out to Asian suppliers amid battery crunch,2023-03-10 06:43:58-05:00,2023-03-10,06:43:58
3946024,Tesla may use the Ferrari model with the Cybertruck rollout,2023-03-09 10:59:08-05:00,2023-03-09,10:59:08
3945379,Tesla under investigation for Model Y steering wheel issues,2023-03-08 09:58:48-05:00,2023-03-08,09:58:48
3945230,Tesla is downgraded at Berenberg with the rally expected to cool off,2023-03-08 06:44:41-05:00,2023-03-08,06:44:41
3944876,Tesla may start production in Mexico as early as 2024,2023-03-07 08:42:22-05:00,2023-03-07,08:42:22
3944300,Tesla slashes U.S. Model S and Model X prices to boost demand,2023-03-06 04:40:43-05:00,2023-03-06,04:40:43
3943868,ON Semiconductor rises as Citi defends over Tesla worries,2023-03-03 09:17:02-05:00,2023-03-03,09:17:02
3943819,Tesla's bid to be the world's largest automaker could get a boost from huge Mexico Gigafactory,2023-03-03 08:03:23-05:00,2023-03-03,08:03:23
3943769,Tesla's February sales of China-made EVs grows 32% Y/Y - CPCA,2023-03-03 05:59:55-05:00,2023-03-03,05:59:55
3943357,"Micron, Wolfspeed, ON lead chips lower as sector awaits Broadcom results",2023-03-02 12:08:04-05:00,2023-03-02,12:08:04
3943276,Wolfspeed defended by Roth MKM after Tesla-related drop causes worries,2023-03-02 09:32:29-05:00,2023-03-02,09:32:29
3943230,"7 stocks to watch on Thursday: Tesla, Salesforce, Macy’s and more",2023-03-02 08:36:45-05:00,2023-03-02,08:36:45
3943201,Tesla falls on save-the-Earth letdown but analysts think legacy automakers may be in big trouble,2023-03-02 08:00:39-05:00,2023-03-02,08:00:39
3943002,"Tesla among top S&P 500 gainers in February, Moderna one of the biggest losers",2023-03-01 19:19:19-05:00,2023-03-01,19:19:19
3942968,"Tesla's new master plan includes next-gen EV platform, leading Earth's path to a sustainable economy",2023-03-01 17:26:42-05:00,2023-03-01,17:26:42
3942442,Twitter faces significant outages ahead of Tesla investor day,2023-03-01 06:51:46-05:00,2023-03-01,06:51:46
3942382,"Ahead of Investor day, Tesla said to revamp Model Y production",2023-03-01 04:19:16-05:00,2023-03-01,04:19:16
3941926,Tesla is expected to announce Mexico Gigafactory at Investor Day event,2023-02-28 12:04:38-05:00,2023-02-28,12:04:38
3941891,Tesla’s 2023 rally returns Elon Musk to status of world’s richest man,2023-02-28 11:19:17-05:00,2023-02-28,11:19:17
3941150,Tesla pauses FSD Beta rollout until software update is available,2023-02-27 10:10:30-05:00,2023-02-27,10:10:30
3940940,Tesla Investor Day preview: Are cheaper electric vehicles part of the master plan?,2023-02-25 11:50:45-05:00,2023-02-25,11:50:45
3940433,"Catalyst watch: Tesla event, Microsoft talks OpenAI, Rivian earnings and Chevron",2023-02-24 14:00:00-05:00,2023-02-24,14:00:00
3940687,Wells Fargo sizes up Tesla’s aim to manufacture lower cost vehicles,2023-02-24 10:17:57-05:00,2023-02-24,10:17:57
